Product,Consumer complaint narrative
"Credit reporting, repair, or other","This company is continually reporting incorrect information on my credit report! I requested this company to validate the debt and they have not provided me with I also asked to show me the method of verification and they have not sent me anything! I also asked this company to show me how investigated the negative items on my report they have also not provided me any of these items! This company is effecting my credit report negatively and it is not allowing me obtain any credit lines in order to provide my family! 

This company is braking several laws while violating my rights as a consumer under the FCRA & FDCBA! 15 U.S. Code 1692- ( a ) Abusive practices There is abundant evidence of the use of abusive, deceptive, and unfair debt collection practices by many debt collectors. Abusive debt collection practices contribute to the number of personal bankruptcies, to marital instability, to the loss of jobs, and to invasions of individual privacy 15 U.S. Code 1681- ( a ) ( 4 ) There is a need to insure that consumer reporting agencies exercise their grave responsibilities with fairness, impartiality, and a respect for the consumers right to privacy 15 U.S. Code 1681b ( 2 ) - Permissible purposes of consumer reports. In accordance with the written instructions of the consumer to whom it relates 15 U.S. Code 1681a - Definitions ; rules of construction. The term investigative consumer report means a consumer report or portion thereof in which information on a consumers character, general reputation, personal characteristics, or mode of living is obtained through personal interviews with neighbors, friends, or associates of the consumer reported on or with others with whom he is acquainted or who may have knowledge concerning any such items of information. 

ACCOUNT : XXXX XXXX XXXX ACCOUNT # : XXXX DATE OPEN : XX/XX/XXXX ACCOUNT : XXXX XXXX XXXX ACCOUNT # : XXXX DATE OPEN : XX/XX/XXXX"
"Credit reporting, repair, or other","It appears that my credit file has been compromised. Again, I was going through my records & noticed many items which do not belong to me. Since Im a stickler for research, I found that under section 605b of the FCRA you are required by law to remove & block any items which are found to be opened due to identity theft. The dispute items do not belong to me. Im attaching the required FTC Report for you ( learned through more research both parties require ). Please block/remove these files. 
XXXX XXXX XXXX XXXX XXXX XXXX XXXX, FLXXXX ; XXXX XXXX XXXX XXXX XXXX XXXX, FLXXXX ; XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, FLXXXX ; XXXX XXXX XXXX XXXX XXXX, FL XXXX ; XXXX XXXX XXXX XXXX XXXX, FLXXXX ; XXXX XXXX XXXX XXXX, FLXXXX ; XXXX XXXX Balance Owed : {$8600.00} ; XXXX XXXX XXXX Balance Owed : {$12000.00} ; XXXX XXXX XXXX Balance Owed : {$35000.00} ; XXXX XXXX XXXX XXXX Balance Owed : {$100000.00} ; XXXX XXXX Balance Owed : {$880.00} ; XXXX XX/XX/2022."
Debt collection,"G.C.SERVICES is reporting a collection on my account which has already been paid. Back in XXXX 2017, G.C. Services agreed to delete my account when it was paid. I believe it was called a pay for delete. I checked my credit the other day and found they are still reporting this account in collection. Per our oral agreement I would like G.C. Services to remove this account from my credit file.Please assist in getting it removed my report."
"Credit reporting, repair, or other",Please investigate and delete the following disputed account : XXXX Credit Card account XXXX
Debt collection,Balance : {$450.00} Balance updated : XX/XX/year> ORIGINAL BALANCE : {$450.00} DATE OPENED : XX/XX/year> Collection Account : {$450.00} PAST DUE AS XX/XX/year> STATUS UPDATE : XX/XX/year> XXXX
"Credit reporting, repair, or other","In accordance with the Fair Credit Reporting Act the following accounts has violated my rights. 

XXXX : XXXX XXXX : XXXX XXXX : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX 15 U.S.C 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions"
Mortgage,"Mortgage Company XXXX XXXX sold my loan to Green Tree Servicing LLC, Green Tree Servicing LLC was purchased by Ditech is now called Ditech. I have not and did not receive any information regarding this company name change and also have not received any correspondence from Green Tree Serving or Ditech in reference to my Mortgage Loan statement or Balance due since XX/XX/XXXX. I 'm currently in he process of loosing my home due from loss of income XX/XX/XXXX and have been working with Green Tree Servicing LLC since XX/XX/XXXX to resume my mortgage loan obligation since re-employment XX/XX/XXXX. Green Tree has denied me every program advertised to prevent foreclosure. I am currently working with Indiana XXXX XXXX XXXX and very positive this is my last chance to save my home due to working with clinic exploring all prevention possibilities that my own mortgage servicer could not or would not. It has been very difficult communicating with Ditech, there mission is to Foreclose on my home and not work with me now that I am employed and can resume monthly payments."
"Credit reporting, repair, or other","Dear Sir/Madam XXXXXXXX XXXX acct # XXXX I filed a dispute with all three credit bureau, XXXX XXXX XXXX and Experian on XX/XX/XXXX, all three bureau said the debt was verified by the original creditor. However, I sent a certified letter on XX/XX/XXXX with a return receipt asking the original creditor XXXXXXXX XXXX to investigate the account listed above. I did not receive a response. I have attached a copy of letter I sent to XXXX XXXX, copy of my credit report from all three bureaus showing the inaccuracies which is circled on all credit three reports and copy of the return receipt. How can this account be verified when each credit bureau is reporting this account differently? 
Thanks for your time and consideration in this matter."
Debt collection,My personal identification was stolen and used to these creditors none of these debts are mines
Debt collection,"XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX, CA XXXX ( XXXX ) XXXX XXXX Date : XX/XX/year> Consumer Financial Protection Bureau XXXXXXXX XXXX XXXX XXXX, D.C. XXXX Subject : Complaint Against I.Q. Data XXXX XXXX XXXX for Violation of FDCPA No Response to Debt Validation Request To Whom It May Concern, I am filing a formal complaint against I.Q. Data XXXX XXXX XXXX, located at XXXX. XXXX XXXX, XXXX, WA XXXX, for failing to comply with the Fair Debt Collection Practices Act ( FDCPA ) and the Fair Credit Reporting Act ( FCRA ). 

On XX/XX/year> I sent a written request to I.Q. Data XXXX XXXX XXXX requesting validation of a debt they allege I owe. My request was sent via certified mail and included a demand for documentation as required under 15 U.S.C. 1692g.

According to the FDCPA, once a consumer disputes a debt and requests validation, the collector must cease all collection activities and provide verification of the debt before resuming any effort to collect or report the debt to credit bureaus.

As of today, more than 30 days have passed, and I have received no response, documentation, or verification from I.Q. Data XXXX. This is a direct violation of federal law. 

I am requesting that the CFPB investigate this matter and take appropriate action to enforce compliance. I have attached the following supporting documents : A copy of my original debt validation letter Proof of certified mail delivery or tracking confirmation Thank you for your time and assistance in protecting consumer rights. 

Sincerely, XXXX XXXX"
"Credit reporting, repair, or other","Dear TransUnion Credit Bureau, I am a victim of Identity Theft. My identity was stolen and used in order to gain some financial benefits. Someone or/and group of people applied to multiple Lenders, as a result some fraudulent hard inquiries appeared on my credit report. I have already contacted the lenders to make sure that no fraudulent accounts were opened. The following hard inquiries were not authorized by me. Please delete them from my credit history : XXXX Installment Loans XX/XX/XXXXXXXX XXXX XXXX Auto Loans XX/XX/XXXXXXXX XXXX XXXX XXXX Auto Financing XX/XX/XXXXXXXX XXXX XXXX Auto Loans XX/XX/XXXXXXXX XXXX XXXX XXXX  Auto Financing XX/XX/XXXXXXXX XXXX XXXX Auto Loans XX/XX/XXXXXXXX XXXX XXXXXXXX Auto Dealers, New XX/XX/XXXXXXXX XXXX XXXX XXXX  Auto Financing XXXX XXXX XXXX XXXX Miscellaneous Banks XX/XX/XXXXXXXX XXXX XXXX  Miscellaneous Finance XX/XX/XXXX XXXX XXXX Auto Financing XX/XX/XXXXXXXX XXXX XXXX  Auto Loans XX/XX/XXXXXXXX XXXX XXXX XXXX Auto Financing XX/XX/XXXXXXXX XXXX XXXX XXXX Auto Financing XX/XX/XXXXXXXX XXXX XXXX  Credit Unions XX/XX/XXXXXXXX XXXX XXXX XXXX  Auto Financing XX/XX/XXXX XXXX XXXX Auto Dealers, New XX/XX/XXXXXXXX XXXX XXXX  Auto Loans XX/XX/XXXXXXXX XXXX XXXX XXXX Auto Financing XX/XX/XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXXXXXX XX/XX/XXXX XXXXXXXX XXXX XXXX Auto Financing XX/XX/XXXXXXXX XXXX XXXX XXXX Auto Dealers, Used XX/XX/XXXXXXXX XXXX XXXX XXXX  Auto Financing XX/XX/XXXXXXXX XXXX XXXX Commercial Banks XX/XX/XXXXXXXX XXXX XXXX  Commercial Banks XX/XX/XXXX"
"Credit reporting, repair, or other","My name is XXXX XXXX this complaint is not made in error neither is it being made by a third party.I declare under penalty of perjury I am alleging that a person or company- without my authorization- from unauthorized use of my social security number and card used my personal identifying information to apply for goods, services, or money ; and, was successful in creating some accounts. I have no knowledge of this and All is being investigated by the FTC."
"Credit reporting, repair, or other","I am a victim of identify theft and i have been trying to get inquires and other debt collections off my report for months and no luck and i continue to get credit inquires on my credit report XX/XX/18 XXXX XXXX XXXX XXXX XXXX XXXX XX/XX/18 AND XX/XX/18 XXXX XXXX XXXX XX/XX/18 XXXX, XXXX   XXXX XX/XX/18 XXXX XXXX XXXX XX/XX/18 XXXX XX/XX/18 XXXX XXXX XXXX XX/XX/18 XXXX XXXX XXXX  XX/XX/18 XXXX XXXX XX/XX/18 XXXX XXXX XXXX  XXXX XX/XX/18 XXXX XXXX XXXX XX/XX/18 WESTLAKE SERVICE INC XX/XX/18"
